id,education,marital_status,income,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,response,complain,country,age,spending,dependents,year_customer,total_purchases,total_campaigns_acc
10992,Graduation,couple,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,SA,56,1148,2,2012,26,0.0
6383,PhD,couple,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SA,52,46,1,2014,8,0.0
10536,PhD,couple,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SP,52,46,1,2014,8,0.0
6036,Master,couple,89120.0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,SP,64,1924,0,2014,19,1000.0
11092,Graduation,couple,27116.0,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,SA,62,41,2,2014,7,0.0
538,Graduation,single,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,SA,34,125,1,2014,7,0.0
10022,PhD,single,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,SP,50,16,2,2014,4,0.0
10157,Graduation,single,59686.0,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0,CA,58,274,1,2014,12,0.0
3503,Graduation,single,82460.0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,SA,73,974,0,2013,15,0.0
146,PhD,single,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,SP,63,1323,0,2013,21,100.0
5538,Graduation,single,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,1,1,1,0,1,0,SP,48,1862,0,2013,17,111101.0
3910,Graduation,single,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,1,1,1,0,1,0,SP,48,1862,0,2013,17,111101.0
4227,Master,couple,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,SP,55,55,2,2013,9,0.0
6634,Master,single,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,SA,44,54,1,2013,6,0.0
8916,Graduation,single,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SA,48,16,2,2013,4,0.0
6460,Graduation,couple,28718.0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,IND,41,57,1,2013,7,0.0
5883,Graduation,couple,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,SP,51,664,1,2013,21,0.0
10091,Graduation,single,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,SP,67,1067,1,2013,17,0.0
697,Graduation,couple,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,SP,54,2047,0,2013,21,1000.0
2607,Graduation,single,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,SP,70,630,1,2013,24,0.0
8427,Master,single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,SP,67,1540,0,2012,23,0.0
217,Master,single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,CA,67,1540,0,2012,23,0.0
6202,Graduation,couple,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP,63,1005,1,2012,26,0.0
3856,Graduation,couple,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP,63,1005,1,2012,26,0.0
10648,2n Cycle,couple,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SP,41,1289,0,2012,19,0.0
5120,2n Cycle,couple,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SA,41,1289,0,2012,19,0.0
6749,Graduation,single,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,SP,57,1722,2,2012,18,0.0
1584,Graduation,couple,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,SA,46,482,1,2014,20,0.0
9559,PhD,couple,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,1,1,0,0,0,0,0,CA,62,1034,1,2014,27,110000.0
771,Graduation,couple,54178.0,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,GER,56,194,1,2014,10,0.0
5237,PhD,single,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,AUS,73,63,3,2014,9,0.0
2461,Master,single,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,CA,68,43,2,2013,6,0.0
5474,Graduation,single,43020.0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,US,53,223,1,2013,12,0.0
2895,Graduation,single,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,IND,60,195,1,2013,11,0.0
7972,Graduation,single,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,SP,68,1151,0,2013,17,0.0
10067,2n Cycle,couple,25176.0,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,GER,47,13,2,2013,4,0.0
500,Graduation,couple,96876.0,79,908,43,735,40,194,21,1,7,7,9,2,0,0,1,1,0,1,0,SP,46,1941,0,2013,24,1101.0
922,2n Cycle,couple,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,1,1,0,0,0,0,0,GER,44,48,2,2013,6,110000.0
2861,Graduation,single,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,SP,40,23,1,2013,4,0.0
375,Graduation,single,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,SP,69,1156,0,2013,16,0.0
10936,Graduation,couple,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,AUS,58,1947,0,2013,16,0.0
10314,PhD,couple,83837.0,79,847,66,119,86,89,111,1,9,10,5,4,0,0,0,1,0,1,0,IND,75,1318,0,2012,25,101.0
4240,Graduation,couple,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,SP,45,58,1,2012,7,0.0
2674,Master,single,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,0,US,65,1143,1,2012,16,1.0
2563,Basic,couple,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,IND,62,43,0,2014,6,0.0
8312,Basic,couple,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,SP,62,43,0,2014,6,0.0
6999,Master,couple,69661.0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,IND,43,834,0,2014,23,0.0
7574,PhD,couple,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,SA,44,41,1,2014,6,0.0
5223,Master,couple,45903.0,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,SA,57,66,1,2014,8,0.0
2952,Master,single,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,SP,46,76,1,2014,8,0.0
7683,Master,couple,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,SP,55,787,1,2014,23,0.0
9481,Graduation,couple,17148.0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,CA,47,68,1,2014,11,0.0
9907,Master,couple,66476.0,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,GER,54,1013,1,2013,26,0.0
5454,Master,couple,45057.0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,US,44,50,1,2013,6,0.0
3798,Graduation,couple,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,SP,55,81,2,2013,9,0.0
7281,PhD,single,51381.5,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,AUS,64,186,0,2013,9,0.0
4259,Master,single,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,IND,37,10,2,2013,4,0.0
2549,PhD,couple,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,SP,40,27,1,2013,5,0.0
6437,2n Cycle,single,41473.0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,SP,38,76,1,2013,6,0.0
2488,2n Cycle,single,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,SP,67,64,2,2013,10,0.0
3945,PhD,single,68117.0,80,618,44,215,0,17,36,2,11,8,4,6,1,1,0,0,0,1,0,SP,76,930,1,2013,25,110001.0
702,2n Cycle,single,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,SP,48,521,1,2013,19,0.0
9010,Master,couple,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,1,1,1,0,1,0,SP,51,2346,0,2013,23,111101.0
9710,PhD,single,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,SP,54,792,1,2013,23,0.0
1509,PhD,couple,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,0,1,1,1,1,0,SP,65,523,0,2013,22,1111.0
9120,Graduation,single,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,SP,61,1065,1,2012,19,0.0
5252,Graduation,single,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,SP,54,67,1,2012,6,0.0
5959,Graduation,single,35893.0,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,IND,55,199,2,2012,15,0.0
7441,Graduation,single,71128.0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,US,50,1615,1,2012,27,0.0
4271,2n Cycle,couple,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,IND,34,341,1,2012,17,0.0
4095,Graduation,couple,37150.0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,US,52,467,1,2012,21,0.0
8852,Graduation,couple,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,SP,47,1080,1,2012,28,0.0
7698,PhD,couple,51650.0,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,IND,47,191,1,2014,10,0.0
4174,Master,couple,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,SP,67,130,1,2014,8,0.0
3182,PhD,single,46854.0,81,96,1,79,7,1,79,6,5,1,3,8,1,1,0,0,0,1,0,IND,50,263,2,2014,15,110001.0
193,Basic,couple,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,1,0,0,0,0,0,SP,27,16,0,2014,4,110000.0
5229,PhD,couple,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,GER,54,42,1,2014,5,0.0
7732,Graduation,couple,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,SP,45,745,1,2014,20,0.0
310,Master,couple,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,CA,53,573,1,2013,21,0.0
6261,Graduation,couple,58025.0,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,IND,44,470,1,2013,18,0.0
6274,Master,couple,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,0,0,1,0,0,0,0,SA,75,1615,0,2013,25,1000.0
1655,Graduation,couple,34350.0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,AUS,44,48,1,2013,5,0.0
2740,PhD,single,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,SP,65,90,2,2013,11,0.0
4328,2n Cycle,couple,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,SP,37,55,1,2013,8,0.0
17,PhD,couple,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,SP,52,1028,1,2013,28,0.0
9153,PhD,couple,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,SP,59,1048,1,2013,28,0.0
520,Graduation,couple,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SP,49,30,1,2013,4,0.0
8372,Graduation,couple,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SA,49,30,1,2013,4,0.0
73,PhD,single,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,IND,70,18,3,2013,4,0.0
2002,Graduation,single,71964.0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,SP,65,1870,0,2013,17,0.0
6059,PhD,couple,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,SP,70,1314,3,2013,25,1.0
11166,Graduation,couple,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,SP,62,315,1,2013,14,0.0
6257,Master,single,60482.0,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,SA,47,507,1,2013,17,0.0
9224,PhD,single,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,SA,51,1139,1,2012,25,0.0
8732,Master,single,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,0,1,0,0,1,0,SP,54,1461,1,2012,25,1001.0
955,Master,couple,47175.0,81,167,2,44,6,2,19,7,4,2,4,8,1,1,0,0,0,1,0,SA,61,240,2,2012,17,110001.0
4910,Graduation,single,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,US,56,2074,0,2012,30,0.0
564,PhD,couple,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,0,0,0,0,0,1,0,SP,42,906,1,2012,30,1.0
8931,Graduation,couple,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,SA,37,1761,1,2014,26,100.0
1998,Graduation,single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,IND,47,84,1,2014,7,0.0
1250,Graduation,single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,SP,47,84,1,2014,7,0.0
8397,Graduation,couple,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,1,0,0,0,0,0,SP,72,34,2,2014,6,110000.0
9672,2n Cycle,couple,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,CA,53,65,2,2013,8,0.0
2125,Graduation,single,63033.0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,US,64,1102,0,2013,16,0.0
5975,PhD,single,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,CA,56,57,1,2013,6,0.0
983,Graduation,couple,40059.0,82,110,29,92,28,10,145,1,6,2,3,8,1,1,0,0,0,0,0,US,39,414,1,2013,12,110000.0
9938,Graduation,couple,80067.0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,IND,69,1600,0,2013,17,1000.0
4385,PhD,single,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,SP,42,47,1,2013,8,0.0
1612,PhD,single,51381.5,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,AUS,42,47,1,2013,8,0.0
803,Graduation,couple,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,SP,55,21,2,2013,4,0.0
10675,PhD,couple,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,SP,67,1161,1,2013,19,1.0
7004,Graduation,single,11012.0,82,24,3,26,7,1,23,3,3,1,2,9,1,1,0,0,0,0,0,IND,39,84,1,2013,9,110000.0
4432,Graduation,single,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,SP,47,51,1,2013,7,0.0
5079,Graduation,couple,51381.5,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,AUS,52,97,2,2013,10,0.0
4475,PhD,couple,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,SP,74,2440,0,2013,25,0.0
10868,Graduation,single,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,SP,72,1272,0,2013,19,0.0
6742,Graduation,couple,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,1,SP,44,11,1,2013,4,0.0
5692,Basic,couple,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,SA,34,32,1,2012,5,0.0
339,PhD,couple,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,0,0,0,0,1,0,SP,51,496,1,2012,18,1.0
10398,2n Cycle,single,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,SP,42,31,1,2012,4,0.0
8017,2n Cycle,couple,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,SA,42,55,2,2014,7,0.0
3722,Graduation,single,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,SP,51,48,2,2014,7,0.0
7326,Master,couple,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,CA,52,63,1,2014,6,0.0
2416,PhD,single,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,SP,54,1288,0,2014,20,0.0
1878,2n Cycle,couple,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,SP,38,37,0,2014,6,0.0
5278,Graduation,couple,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,GER,59,902,0,2014,21,100.0
5734,PhD,couple,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,SP,49,91,2,2013,7,0.0
4370,Graduation,couple,43482.0,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,IND,57,88,3,2013,9,0.0
8405,Graduation,single,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,SA,44,305,2,2013,13,0.0
7617,Graduation,single,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,SP,49,163,2,2013,13,0.0
10339,Master,couple,51381.5,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,AUS,69,207,1,2013,11,0.0
6376,Graduation,single,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,AUS,44,545,1,2013,19,0.0
2150,PhD,single,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,CA,65,1482,1,2013,22,0.0
7386,Graduation,single,30992.0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA,47,43,1,2013,5,0.0
3006,Graduation,single,30992.0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA,47,43,1,2013,5,0.0
11088,PhD,couple,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,SP,52,1816,1,2013,18,0.0
5185,Graduation,couple,74268.0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,SA,68,892,0,2013,13,0.0
3523,Graduation,couple,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,SP,61,1073,1,2013,19,0.0
55,Graduation,couple,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,SP,60,597,1,2012,22,0.0
3807,Graduation,couple,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,SP,68,766,1,2012,23,0.0
2453,Graduation,couple,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,SP,63,819,1,2012,23,0.0
7787,Graduation,couple,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,CA,63,819,1,2012,23,0.0
2230,PhD,couple,23626.0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,GER,53,43,1,2014,10,0.0
8146,Master,couple,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,SA,47,54,2,2014,5,0.0
988,Graduation,couple,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,SP,58,1193,0,2014,18,100.0
4832,Graduation,couple,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,SP,44,101,1,2014,8,0.0
3152,Graduation,couple,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,IND,66,89,2,2014,9,0.0
11188,Graduation,couple,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,SP,66,89,2,2014,9,0.0
361,Master,couple,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,AUS,54,20,2,2014,4,0.0
5939,Graduation,couple,38232.0,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,SP,52,122,2,2014,11,0.0
9349,Graduation,couple,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,GER,38,1131,0,2013,23,1100.0
819,Graduation,single,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,SP,78,1103,0,2013,25,0.0
10120,Graduation,couple,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,US,68,257,1,2013,12,0.0
4541,Graduation,couple,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,CA,68,257,1,2013,12,0.0
2456,PhD,couple,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,SA,48,149,1,2013,13,0.0
2516,2n Cycle,couple,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,SP,54,78,2,2013,7,0.0
11013,Graduation,couple,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,SP,36,938,0,2013,17,0.0
9988,Master,single,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,CA,47,860,1,2013,25,0.0
1627,2n Cycle,single,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,SP,66,789,0,2013,22,100.0
1490,Graduation,couple,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,CA,61,854,1,2012,26,0.0
6710,Master,single,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,SP,72,103,3,2012,7,0.0
7375,Graduation,couple,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,SA,47,576,1,2012,16,0.0
10144,Graduation,couple,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,SA,47,576,1,2012,16,0.0
3138,Graduation,single,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,0,1,1,1,1,0,SP,67,1676,0,2012,22,1111.0
1440,2n Cycle,couple,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,SP,45,1149,0,2012,25,0.0
4200,Master,couple,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,SA,53,275,1,2014,15,0.0
4998,Graduation,couple,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,SP,61,1033,0,2014,14,100.0
7321,Graduation,couple,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,IND,61,1033,0,2014,14,100.0
8663,Graduation,single,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,AUS,49,15,2,2014,4,0.0
1958,PhD,couple,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,SP,50,660,1,2014,25,0.0
6963,Graduation,single,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,SA,76,1157,0,2014,18,1000.0
1065,Graduation,single,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,US,60,1918,0,2013,19,0.0
2712,Graduation,couple,71866.0,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,AUS,67,715,1,2013,20,0.0
6049,Master,couple,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,1,0,1,0,0,0,SP,41,1804,0,2013,27,110100.0
6605,PhD,single,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,0,0,0,0,0,0,SP,79,682,0,2013,20,0.0
5234,2n Cycle,couple,30753.0,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,CA,56,81,2,2013,7,0.0
5253,Master,couple,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,SP,67,227,2,2013,16,0.0
11148,Graduation,couple,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,48,13,1,2013,4,0.0
6289,Master,couple,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,SP,72,185,2,2013,10,0.0
9743,Graduation,couple,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,CA,68,1910,1,2013,29,1000.0
9209,Master,couple,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,SA,52,1564,0,2012,24,0.0
6417,Master,couple,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,SP,52,1564,0,2012,24,0.0
7937,Graduation,couple,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,SP,41,58,0,2014,7,0.0
6488,PhD,couple,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,GER,64,99,1,2014,8,0.0
3194,PhD,single,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,CA,49,1230,0,2014,19,0.0
231,Master,couple,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,SP,67,32,2,2014,7,0.0
9697,Graduation,couple,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,SP,72,542,2,2014,20,0.0
4676,Master,single,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,SP,72,1695,2,2014,25,0.0
8079,Graduation,couple,22448.0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,SA,41,55,1,2014,9,0.0
10032,Graduation,single,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,SA,47,53,1,2014,11,0.0
10505,Master,couple,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,SA,63,1001,0,2013,15,0.0
2005,Graduation,couple,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,CA,33,75,1,2013,8,0.0
6940,PhD,single,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,1,0,0,0,0,0,SP,57,223,3,2013,12,110000.0
